customer_id,region,city,segment,age,annual_income,joined_date
89,South,Chicago,Corporate,39,68967.0,2022-08-02
90,West,Atlanta,Corporate,43,70407.0,2023-12-20
91,North,New York,Corporate,39,94000.0,2025-04-09
92,West,Atlanta,Home Office,20,69042.0,2023-09-08
93,South,Denver,Consumer,53,86569.0,2023-06-01
94,South,Chicago,Enterprise,55,106461.0,2022-11-21
95,Central,Seattle,Home Office,30,59565.0,2023-01-03
96,West,Boston,Consumer,51,82234.0,2025-06-09
97,Central,New York,Corporate,21,45699.0,2022-06-28
98,North,Chicago,Enterprise,45,53814.0,2023-12-05
99,South,Atlanta,Corporate,42,74971.0,2023-08-17
100,East,Atlanta,Corporate,44,72869.0,2025-05-23
101,South,Atlanta,Consumer,66,87730.0,2023-07-18
102,West,New York,Enterprise,68,58912.0,2022-10-15
103,West,Boston,Corporate,55,78462.0,2023-09-01
104,West,Seattle,Home Office,58,69262.0,2025-02-23
105,West,New York,Consumer,61,83841.0,2022-11-13
106,South,Denver,Home Office,52,135040.0,2023-02-17
107,Central,Phoenix,Consumer,46,62302.0,2024-04-19
108,East,San Diego,Corporate,25,68029.0,2023-02-25
109,West,Atlanta,Consumer,40,90213.0,2022-01-05
110,South,Boston,Enterprise,48,96278.0,2024-06-29
111,Central,Boston,Enterprise,40,127590.0,2024-04-16
112,East,Phoenix,Corporate,65,70427.0,2024-08-20
113,East,Boston,Home Office,53,87093.0,2025-01-09
114,East,San Diego,Corporate,62,95041.0,2025-05-22
115,Central,Chicago,Consumer,41,52697.0,2022-02-25
116,Central,Boston,Corporate,71,104481.0,2025-05-04
117,East,Austin,Home Office,42,51152.0,2024-08-24
118,North,New York,Home Office,31,78990.0,2025-04-03
119,North,Boston,Consumer,23,88578.0,2023-03-28
120,East,San Diego,Consumer,26,97055.0,2024-03-24
121,North,Dallas,Home Office,34,69843.0,2025-05-21
122,East,New York,Consumer,71,65333.0,2023-05-26
123,South,Chicago,Consumer,48,102709.0,2025-04-26
124,East,Chicago,Consumer,34,97542.0,2022-06-29
125,South,Denver,Corporate,19,59669.0,2022-12-20
126,North,Denver,Corporate,21,61515.0,2023-05-09
127,South,Chicago,Home Office,61,65754.0,2025-05-07
128,East,Austin,Enterprise,20,37771.0,2023-02-07
129,South,Seattle,Home Office,24,107835.0,2024-04-07
130,East,Denver,Consumer,64,83942.0,2024-02-20
131,East,Dallas,Enterprise,62,68583.0,2022-09-20
132,South,Seattle,Consumer,18,100898.0,2023-12-14
133,South,Boston,Consumer,67,79333.0,2023-12-02
134,Central,Phoenix,Corporate,53,72840.0,2022-05-21
135,South,Chicago,Corporate,42,73878.0,2022-12-20
136,East,Boston,Corporate,21,59886.0,2023-09-06
137,West,San Diego,Home Office,55,104842.0,2024-05-23
138,West,New York,Consumer,50,96927.0,2024-12-06
139,East,Boston,Corporate,51,51356.0,2024-03-28
140,West,Dallas,Consumer,51,87470.0,2024-04-20
141,East,San Diego,Consumer,71,40440.0,2022-07-23
142,North,Seattle,Corporate,58,65202.0,2022-03-19
143,West,Boston,Consumer,41,58018.0,2025-03-23
144,Central,Chicago,Consumer,32,92161.0,2022-04-18
145,South,New York,Consumer,35,71632.0,2025-06-15
146,East,New York,Home Office,26,111833.0,2022-08-02
147,Central,Seattle,Consumer,68,120154.0,2023-08-24
148,Central,Chicago,Consumer,60,54420.0,2024-11-19
149,North,Austin,Consumer,57,84472.0,2023-04-17
150,East,New York,Consumer,28,69945.0,2025-06-16
151,North,San Diego,Home Office,54,72052.0,2022-04-06
152,South,Phoenix,Consumer,56,97429.0,2023-06-10
153,South,Chicago,Corporate,23,98717.0,2024-03-10
154,East,Austin,Corporate,20,111971.0,2025-06-16
155,South,San Diego,Consumer,63,88376.0,2023-12-08
156,West,Chicago,Consumer,67,66251.0,2024-12-27
157,East,Austin,Consumer,21,90404.0,2022-06-06
158,Central,New York,Home Office,60,39642.0,2022-07-21
159,East,Atlanta,Consumer,20,70541.0,2023-01-16
160,South,Denver,Home Office,30,45080.0,2024-08-11
161,North,Denver,Corporate,71,77671.0,2022-09-18
162,North,Atlanta,Consumer,32,74541.0,2024-02-11
163,East,Phoenix,Corporate,49,66272.0,2024-10-29
164,North,Seattle,Corporate,40,67189.0,2023-12-08
165,Central,Atlanta,Consumer,27,55533.0,2025-02-19
166,South,Phoenix,Consumer,64,79173.0,2024-04-24
167,West,San Diego,Corporate,54,82304.0,2022-03-09
168,East,Seattle,Consumer,34,89623.0,2025-06-07
169,South,Denver,Home Office,33,73330.0,2024-07-14
170,South,Boston,Consumer,44,81194.0,2022-09-01
171,East,Seattle,Consumer,62,64563.0,2024-10-12
172,North,Dallas,Consumer,43,77254.0,2025-04-21
173,West,Phoenix,Enterprise,34,90267.0,2024-10-15
174,East,Denver,Home Office,49,64709.0,2023-03-10
175,East,Chicago,Corporate,37,77976.0,2025-03-03
176,North,Austin,Corporate,21,74766.0,2024-09-15
177,East,Dallas,Home Office,59,84096.0,2024-01-22
178,Central,Atlanta,Consumer,58,105406.0,2022-12-24
179,North,San Diego,Consumer,71,112428.0,2022-08-20
180,South,Austin,Consumer,29,61298.0,2022-11-12
181,West,Boston,Enterprise,20,115369.0,2022-07-03
182,Central,Atlanta,Consumer,65,95267.0,2022-03-21
183,South,New York,Corporate,25,56018.0,2024-03-05
184,West,Atlanta,Home Office,58,31685.0,2024-05-15
185,East,Chicago,Consumer,36,79910.0,2023-05-02
186,West,Chicago,Consumer,71,60626.0,2023-04-12
187,Central,San Diego,Enterprise,62,94760.0,2022-04-19
188,West,New York,Consumer,39,71879.0,2023-07-03
189,East,Austin,Home Office,29,83172.0,2023-09-22
190,North,Atlanta,Corporate,63,89660.0,2025-06-18
191,South,Austin,Consumer,64,72090.0,2022-01-15
192,West,Chicago,Corporate,26,104950.0,2023-02-07
193,East,Denver,Corporate,49,64695.0,2025-03-21
194,Central,Austin,Consumer,56,82331.0,2024-11-17
195,West,Austin,Consumer,21,76410.0,2023-12-23
196,East,San Diego,Enterprise,39,111866.0,2023-12-07
197,North,Denver,Consumer,25,89743.0,2023-09-21
198,Central,Phoenix,Corporate,64,143838.0,2022-06-09
199,Central,Boston,Consumer,24,75943.0,2023-06-13
200,South,Boston,Corporate,58,77348.0,2022-11-12
201,East,Atlanta,Consumer,70,77954.0,2022-01-31
202,East,New York,Enterprise,44,84262.0,2022-05-13
203,East,Austin,Consumer,47,98469.0,2022-06-20
204,South,Austin,Home Office,34,85899.0,2022-11-03
205,South,Chicago,Consumer,46,123626.0,2025-02-09
206,West,Phoenix,Consumer,33,73896.0,2025-01-22
207,South,Atlanta,Consumer,23,102357.0,2024-04-24
208,South,Denver,Consumer,36,91677.0,2024-10-30
209,Central,Seattle,Consumer,61,37431.0,2023-09-26
210,South,Dallas,Consumer,38,57959.0,2024-01-07
211,East,Atlanta,Consumer,56,95982.0,2022-03-27
212,Central,Boston,Consumer,37,82384.0,2022-12-09
213,East,Denver,Consumer,52,80077.0,2023-02-25
214,South,Seattle,Consumer,60,94786.0,2024-04-15
215,Central,Seattle,Consumer,55,62504.0,2023-04-15
216,North,Atlanta,Enterprise,22,89533.0,2024-04-05
217,South,Chicago,Consumer,50,72087.0,2025-01-14
218,West,Seattle,Home Office,61,57609.0,2024-02-09
219,Central,Atlanta,Home Office,23,29290.0,2024-04-29
220,South,Boston,Consumer,59,108694.0,2022-01-12
221,North,New York,Consumer,67,25549.0,2022-10-19
222,Central,Dallas,Home Office,69,80933.0,2023-01-14
223,South,Dallas,Enterprise,50,96301.0,2022-09-29
224,North,San Diego,Consumer,68,56983.0,2023-07-29
225,West,Dallas,Corporate,42,52715.0,2023-11-25
226,North,Dallas,Consumer,63,107436.0,2024-07-23
227,West,Phoenix,Enterprise,53,68678.0,2023-03-01
228,North,San Diego,Consumer,47,68499.0,2023-12-19
229,South,New York,Consumer,37,115708.0,2024-03-26
230,East,Dallas,Enterprise,36,94974.0,2023-04-03
231,North,Austin,Enterprise,18,43808.0,2024-03-15
232,East,New York,Consumer,64,76534.0,2024-10-27
233,North,Denver,Home Office,62,72146.0,2023-01-15
234,Central,Phoenix,Consumer,70,22000.0,2023-08-11
235,Central,Atlanta,Home Office,60,57197.0,2024-05-17
236,West,Seattle,Corporate,18,88981.0,2023-10-21
237,East,Atlanta,Corporate,71,99186.0,2022-08-20
238,West,Chicago,Consumer,25,22000.0,2024-05-07
239,West,San Diego,Home Office,30,90879.0,2023-02-11
240,East,Austin,Consumer,30,72878.0,2022-11-28
241,Central,Atlanta,Consumer,20,63191.0,2024-07-12
242,West,Atlanta,Home Office,34,93187.0,2023-12-13
243,Central,Denver,Consumer,18,80449.0,2022-05-03
244,West,Austin,Consumer,26,57011.0,2022-03-24
245,East,Seattle,Home Office,34,90986.0,2024-08-10
246,East,Denver,Corporate,63,61711.0,2022-11-08
247,North,Boston,Consumer,47,85535.0,2024-09-27
248,North,Austin,Consumer,68,61328.0,2024-05-10
249,West,Atlanta,Home Office,69,93058.0,2024-01-22
250,Central,New York,Consumer,30,60210.0,2025-05-15
251,Central,New York,Home Office,33,36429.0,2023-12-01
252,North,Seattle,Home Office,68,102192.0,2023-04-17
253,Central,Austin,Consumer,29,75212.0,2022-02-16
254,North,Boston,Enterprise,35,91078.0,2023-12-02
255,South,Boston,Consumer,50,137085.0,2025-01-15
256,East,Atlanta,Consumer,54,93624.0,2023-11-05
257,South,Seattle,Home Office,58,73642.0,2023-10-22
258,East,Phoenix,Corporate,28,71996.0,2023-03-30
259,North,Atlanta,Consumer,19,93482.0,2025-04-19
260,North,New York,Corporate,51,55590.0,2024-02-25
261,North,Atlanta,Consumer,44,29123.0,2022-04-09
262,North,Austin,Consumer,54,43693.0,2024-01-22
263,Central,Phoenix,Consumer,52,67174.0,2023-05-27
264,Central,New York,Consumer,21,101920.0,2022-09-02
265,Central,San Diego,Consumer,47,85325.0,2025-02-22
266,Central,Chicago,Consumer,24,100199.0,2022-05-07
267,Central,Atlanta,Corporate,23,63368.0,2023-11-08
268,Central,Dallas,Consumer,57,71668.0,2023-05-17
269,Central,Dallas,Consumer,47,111315.0,2022-01-07
270,South,Atlanta,Corporate,42,104897.0,2023-02-13
271,Central,Phoenix,Consumer,44,58348.0,2022-06-23
272,North,San Diego,Consumer,28,94485.0,2023-10-09
273,North,New York,Consumer,56,62642.0,2024-12-14
274,Central,Atlanta,Consumer,56,37999.0,2022-10-02
275,North,Seattle,Consumer,67,87885.0,2022-09-20
276,South,San Diego,Consumer,51,86711.0,2025-06-27
277,East,Dallas,Consumer,60,79308.0,2023-03-22
278,Central,Seattle,Consumer,28,66895.0,2023-02-22
279,South,San Diego,Consumer,23,93883.0,2022-10-25
280,East,Austin,Enterprise,62,79906.0,2024-02-29
281,West,San Diego,Enterprise,26,84559.0,2024-05-29
282,West,New York,Corporate,51,81386.0,2023-06-05
283,East,Austin,Corporate,62,69000.0,2023-07-23
284,West,New York,Consumer,66,73549.0,2022-03-25
285,Central,Atlanta,Corporate,34,94997.0,2025-04-18
286,North,Boston,Home Office,35,67857.0,2025-01-05
287,Central,Chicago,Consumer,68,64326.0,2022-08-06
288,North,Boston,Consumer,54,76005.0,2023-05-11
289,West,Chicago,Consumer,41,80237.0,2023-09-24
290,North,Boston,Consumer,31,82406.0,2023-03-25
291,Central,Dallas,Corporate,58,105509.0,2023-12-11
292,Central,San Diego,Home Office,38,84982.0,2022-01-29
293,South,San Diego,Home Office,60,62130.0,2024-05-30
294,South,Denver,Home Office,41,106535.0,2023-12-11
295,East,Seattle,Enterprise,59,84150.0,2022-04-22
296,West,Austin,Corporate,53,67318.0,2025-05-08
297,East,New York,Corporate,34,35388.0,2022-03-20
298,South,Seattle,Consumer,45,58095.0,2025-04-18
299,North,San Diego,Consumer,57,131851.0,2022-01-09
300,South,Atlanta,Corporate,53,37078.0,2022-09-14
301,West,Austin,Consumer,23,77290.0,2024-11-20
302,Central,Chicago,Corporate,56,65115.0,2024-05-10
303,South,Atlanta,Consumer,66,80894.0,2023-08-07
304,East,Austin,Consumer,19,64324.0,2024-10-30
305,Central,San Diego,Enterprise,44,99264.0,2022-05-01
306,South,Dallas,Enterprise,65,117616.0,2023-11-18
307,South,Phoenix,Consumer,41,107965.0,2023-08-02
308,Central,Seattle,Corporate,20,39278.0,2024-05-25
309,West,New York,Consumer,56,71924.0,2024-05-25
310,South,San Diego,Consumer,25,90778.0,2022-05-08
311,North,New York,Consumer,22,65624.0,2023-10-20
312,North,Boston,Consumer,59,100237.0,2023-01-24
313,Central,Seattle,Consumer,19,49463.0,2024-10-23
314,North,Seattle,Consumer,22,71556.0,2024-06-02
315,North,Boston,Corporate,26,60556.0,2022-06-24
316,East,San Diego,Home Office,30,92241.0,2023-08-28
317,South,Dallas,Consumer,20,85863.0,2023-11-27
318,South,Austin,Corporate,70,71260.0,2024-06-21
319,North,Dallas,Corporate,50,80490.0,2025-04-22
320,South,San Diego,Corporate,43,59377.0,2023-07-25
321,West,Seattle,Enterprise,35,137531.0,2022-12-17
322,Central,Austin,Home Office,18,37324.0,2023-02-06
323,Central,Dallas,Consumer,70,65489.0,2023-07-05
324,South,Dallas,Corporate,62,89461.0,2024-04-17
325,East,New York,Consumer,61,39834.0,2023-05-26
326,Central,Dallas,Consumer,20,124646.0,2022-08-26
327,Central,Boston,Consumer,27,84278.0,2023-08-06
328,Central,San Diego,Consumer,51,98870.0,2022-03-15
329,Central,Phoenix,Consumer,37,71525.0,2022-09-01
330,West,Boston,Consumer,68,123211.0,2023-02-26
331,West,Boston,Corporate,55,71867.0,2024-03-28
332,East,Phoenix,Enterprise,51,83362.0,2025-05-20
333,Central,New York,Consumer,36,79700.0,2023-03-29
334,Central,San Diego,Consumer,59,73431.0,2023-12-22
335,Central,Austin,Consumer,21,143500.0,2025-01-25
336,West,Seattle,Consumer,22,58017.0,2025-04-05
337,Central,Chicago,Corporate,71,82441.0,2025-04-21
338,East,Denver,Corporate,54,69948.0,2022-12-17
339,South,San Diego,Consumer,56,92806.0,2022-12-30
340,South,Seattle,Corporate,43,73773.0,2023-08-02
341,West,Austin,Corporate,59,95144.0,2022-10-04
342,Central,Dallas,Corporate,33,57521.0,2022-10-08
343,Central,Seattle,Home Office,18,53531.0,2025-03-29
344,South,Phoenix,Corporate,47,58101.0,2024-09-06
345,North,Austin,Enterprise,45,41677.0,2023-09-21
346,North,Chicago,Corporate,47,78057.0,2022-12-18
347,West,Austin,Consumer,66,81101.0,2022-11-04
348,Central,New York,Consumer,68,84466.0,2022-02-12
349,South,Austin,Corporate,53,95791.0,2023-04-24
350,East,Atlanta,Consumer,67,73067.0,2024-06-13
351,North,Seattle,Corporate,29,63396.0,2023-07-14
352,Central,New York,Enterprise,65,92957.0,2023-05-04
353,Central,Phoenix,Consumer,54,50398.0,2025-05-21
354,West,Seattle,Consumer,36,108009.0,2022-10-02
355,North,Austin,Consumer,67,126172.0,2025-03-27
356,South,Chicago,Consumer,65,65299.0,2023-06-11
357,Central,Chicago,Corporate,35,106777.0,2023-04-09
358,East,New York,Consumer,55,90446.0,2023-07-29
359,North,Atlanta,Consumer,26,43585.0,2024-03-19
360,North,Boston,Consumer,23,85136.0,2022-08-23
361,West,New York,Home Office,25,78288.0,2023-08-13
362,West,Denver,Consumer,28,86852.0,2024-10-05
363,East,Phoenix,Enterprise,58,91129.0,2022-06-04
364,Central,Denver,Consumer,33,81446.0,2024-01-15
365,North,Denver,Enterprise,71,60330.0,2023-01-04
366,Central,Dallas,Enterprise,33,67942.0,2023-11-15
367,West,Chicago,Consumer,57,50959.0,2022-12-26
368,South,Phoenix,Home Office,58,60329.0,2023-11-19
369,East,Phoenix,Consumer,48,103264.0,2023-08-11
370,North,New York,Consumer,46,81092.0,2024-08-27
371,East,Denver,Consumer,19,81472.0,2024-02-28
372,North,Phoenix,Enterprise,43,79182.0,2022-06-16
373,South,Chicago,Consumer,49,37850.0,2023-02-05
374,South,Atlanta,Consumer,62,127281.0,2024-06-02
375,South,Chicago,Consumer,69,94325.0,2023-03-27
376,Central,San Diego,Consumer,63,75936.0,2025-06-26
377,Central,Austin,Consumer,57,57504.0,2024-04-17
378,West,San Diego,Home Office,28,51751.0,2024-02-29
379,South,Austin,Consumer,38,83645.0,2024-07-17
380,Central,Dallas,Home Office,49,85039.0,2025-05-06
381,West,Boston,Corporate,49,38731.0,2024-07-03
382,South,San Diego,Consumer,50,93907.0,2022-12-10
383,West,Boston,Enterprise,45,101988.0,2023-08-19
384,South,Dallas,Consumer,19,97771.0,2022-05-28
385,East,Chicago,Corporate,18,111925.0,2025-02-11
386,North,Phoenix,Consumer,55,82257.0,2022-04-25
387,West,San Diego,Consumer,56,89864.0,2022-08-02
388,Central,New York,Corporate,71,74317.0,2024-02-15
389,South,Dallas,Enterprise,40,40761.0,2023-05-24
390,West,Seattle,Consumer,51,68739.0,2023-03-04
391,South,Chicago,Home Office,34,37935.0,2025-05-26
392,Central,Phoenix,Home Office,67,76288.0,2022-12-03
393,West,Atlanta,Corporate,64,65320.0,2022-08-30
394,West,Denver,Consumer,42,83911.0,2024-12-13
395,West,Phoenix,Consumer,40,61732.0,2023-09-20
396,Central,Dallas,Consumer,27,105734.0,2022-05-20
397,East,Atlanta,Consumer,34,78064.0,2022-03-08
398,East,Denver,Corporate,67,30476.0,2022-06-22
399,Central,Phoenix,Corporate,61,119933.0,2023-12-14
400,North,Austin,Consumer,51,75668.0,2022-01-21
401,North,Dallas,Corporate,57,111139.0,2025-04-24
402,South,Austin,Consumer,30,70398.0,2023-06-27
403,North,Seattle,Home Office,20,55265.0,2022-03-28
404,East,Austin,Consumer,65,113836.0,2023-02-12
405,Central,San Diego,Enterprise,64,110021.0,2025-02-27
406,South,Denver,Enterprise,62,79614.0,2024-06-12
407,North,Dallas,Consumer,69,66783.0,2024-06-13
408,North,Phoenix,Corporate,59,38757.0,2022-02-10
409,East,Austin,Consumer,26,91188.0,2022-05-20
410,West,Austin,Home Office,18,99614.0,2024-11-16
411,Central,Chicago,Home Office,25,61223.0,2023-12-12
412,North,Austin,Corporate,47,92223.0,2025-06-26
413,Central,Dallas,Home Office,67,65180.0,2022-06-19
414,West,Austin,Consumer,47,69731.0,2024-02-11
415,Central,Boston,Consumer,23,55846.0,2025-06-19
416,North,Atlanta,Consumer,36,123465.0,2024-01-01
417,North,Atlanta,Consumer,61,43303.0,2022-12-01
418,Central,Boston,Home Office,58,66396.0,2025-02-27
419,North,San Diego,Consumer,29,74694.0,2025-02-26
420,South,Denver,Consumer,21,63156.0,2022-03-29
421,West,Seattle,Home Office,69,67593.0,2025-04-24
422,South,Phoenix,Consumer,38,38245.0,2024-06-29
423,Central,Phoenix,Consumer,38,25707.0,2024-08-24
424,East,Boston,Consumer,38,68926.0,2025-03-19
425,West,Austin,Consumer,20,69530.0,2024-05-02
426,Central,Atlanta,Consumer,24,88475.0,2022-06-10
427,South,Dallas,Home Office,45,69197.0,2023-01-30
428,West,Phoenix,Consumer,18,97928.0,2024-09-26
429,South,Austin,Enterprise,55,83839.0,2022-12-28
430,West,Phoenix,Consumer,64,99183.0,2023-03-23
431,South,Austin,Consumer,50,74382.0,2024-10-09
432,Central,Phoenix,Consumer,55,114605.0,2022-07-30
433,West,Dallas,Home Office,30,24445.0,2022-11-04
434,Central,Phoenix,Consumer,57,108165.0,2022-03-28
435,East,Atlanta,Consumer,37,63782.0,2024-12-07
436,West,Austin,Enterprise,41,47734.0,2025-06-02
437,North,Seattle,Corporate,23,83093.0,2024-08-31
438,North,San Diego,Home Office,22,66286.0,2024-11-25
439,North,Phoenix,Corporate,46,125767.0,2023-04-06
440,South,Dallas,Consumer,63,30275.0,2024-08-05
441,North,San Diego,Corporate,38,51114.0,2023-04-23
442,East,San Diego,Consumer,60,99243.0,2024-02-10
443,West,Phoenix,Corporate,27,97350.0,2022-12-12
444,West,Dallas,Consumer,54,78577.0,2022-12-28
445,East,San Diego,Consumer,29,117153.0,2022-05-11
446,East,Phoenix,Corporate,70,67190.0,2023-08-23
447,Central,Atlanta,Consumer,53,101458.0,2024-06-02
448,West,Boston,Consumer,34,86856.0,2022-07-03
449,Central,Austin,Consumer,55,82967.0,2024-12-25
450,North,Seattle,Corporate,22,97311.0,2022-02-27
451,North,New York,Consumer,20,68438.0,2022-12-07
452,Central,Denver,Consumer,35,62811.0,2024-07-16
453,West,Seattle,Consumer,60,48117.0,2022-06-22
454,West,Dallas,Corporate,41,84988.0,2023-08-31
455,Central,Boston,Home Office,52,100771.0,2022-01-27
456,West,Boston,Enterprise,31,54067.0,2025-03-17
457,South,Chicago,Corporate,19,76232.0,2022-03-08
458,North,New York,Consumer,42,25847.0,2022-08-31
459,North,Dallas,Corporate,23,86376.0,2024-04-20
460,South,New York,Consumer,59,72246.0,2023-10-31
461,West,San Diego,Corporate,39,93399.0,2024-12-20
462,North,New York,Home Office,53,39512.0,2024-05-13
463,North,San Diego,Corporate,53,73478.0,2025-04-22
464,South,New York,Consumer,54,59184.0,2023-04-14
465,East,Chicago,Consumer,34,101431.0,2024-05-04
466,South,Boston,Corporate,28,78438.0,2023-06-07
467,North,Austin,Corporate,32,78973.0,2023-07-25
468,West,Chicago,Corporate,38,44870.0,2025-06-28
469,South,New York,Enterprise,20,73013.0,2022-02-05
470,Central,San Diego,Consumer,42,81396.0,2022-08-17
471,North,Seattle,Consumer,64,93497.0,2024-12-24
472,North,Atlanta,Enterprise,23,59123.0,2022-12-06
473,West,Dallas,Home Office,29,62289.0,2024-08-25
474,North,Chicago,Consumer,66,52071.0,2024-04-04
475,East,Phoenix,Corporate,46,102290.0,2024-10-11
476,West,Chicago,Corporate,71,90121.0,2024-08-16
477,West,Boston,Consumer,54,79772.0,2024-11-07
478,East,Boston,Home Office,26,75818.0,2024-04-25
479,North,San Diego,Consumer,55,103150.0,2025-01-25
480,North,Seattle,Home Office,61,82887.0,2023-08-26
481,Central,Denver,Consumer,48,76237.0,2023-05-04
482,East,New York,Corporate,50,85648.0,2022-06-23
483,North,Chicago,Consumer,45,71174.0,2024-11-21
484,South,Seattle,Consumer,46,52293.0,2022-01-10
485,East,Chicago,Consumer,52,45945.0,2022-06-10
486,South,Phoenix,Consumer,59,71605.0,2022-03-11
487,Central,Denver,Consumer,35,77024.0,2024-02-22
488,East,Phoenix,Consumer,51,94243.0,2025-05-08
489,North,Denver,Home Office,54,22000.0,2022-05-06
490,Central,Phoenix,Consumer,65,77788.0,2022-02-24
491,Central,Austin,Consumer,34,55158.0,2022-12-16
492,East,Atlanta,Consumer,66,83090.0,2022-10-06
493,East,New York,Consumer,37,65127.0,2022-07-19
494,Central,Dallas,Consumer,64,97926.0,2023-04-09
495,North,San Diego,Consumer,45,32046.0,2023-01-28
496,North,Atlanta,Corporate,35,123122.0,2023-01-14
497,West,Denver,Consumer,26,77434.0,2025-04-04
498,North,New York,Consumer,45,96089.0,2022-03-25
