order_id,order_date,customer_id,product_id,quantity,discount,sales,city,segment,age,category,unit_price,month
68,2025-04-29,9832,31,7,0.05,4485.49,San Diego,Consumer,21,Office Supplies,674.51,2025-04
69,2025-06-02,9932,179,3,0.1,2930.74,New York,Consumer,46,Furniture,1085.46,2025-06
70,2024-11-13,1679,69,4,0.1,2459.34,Boston,Home Office,59,Technology,683.15,2024-11
71,2025-02-19,6196,52,3,0.0,1497.18,Austin,Consumer,41,Furniture,499.06,2025-02
72,2025-04-15,9166,71,4,0.05,2454.88,Boston,Consumer,67,Office Supplies,646.02,2025-04
73,2024-10-17,11611,143,4,0.0,3348.32,Austin,Consumer,37,Furniture,837.08,2024-10
74,2024-05-17,5712,39,2,0.0,21.54,Boston,Consumer,44,Furniture,10.77,2024-05
75,2024-02-26,8714,4,5,0.0,5237.0,Boston,Consumer,52,Technology,1047.4,2024-02
76,2024-02-27,5699,142,1,0.05,626.0,San Diego,Corporate,69,Furniture,658.95,2024-02
77,2024-03-28,2694,93,5,0.1,821.38,Austin,Consumer,58,Office Supplies,182.53,2024-03
78,2025-03-03,8106,128,6,0.0,6484.26,Seattle,Consumer,41,Technology,1080.71,2025-03
79,2024-08-19,773,48,1,0.05,486.79,New York,Consumer,49,Technology,512.41,2024-08
80,2024-04-06,4328,40,6,0.1,4144.01,Austin,Consumer,57,Technology,767.41,2024-04
81,2024-07-08,3086,84,6,0.05,3222.72,Austin,Consumer,56,Technology,565.39,2024-07
82,2025-06-08,1821,155,7,0.0,5581.87,Chicago,Corporate,22,Technology,797.41,2025-06
83,2025-05-16,7718,133,6,0.05,2822.53,San Diego,Consumer,39,Furniture,495.18,2025-05
84,2024-09-26,9708,77,1,0.0,376.12,New York,Home Office,35,Office Supplies,376.12,2024-09
85,2024-11-03,2093,30,1,0.05,273.88,San Diego,Consumer,40,Office Supplies,288.3,2024-11
86,2024-03-16,357,100,1,0.05,284.4,New York,Consumer,57,Furniture,299.37,2024-03
87,2024-12-15,5673,10,5,0.0,819.0,Boston,Consumer,53,Furniture,163.8,2024-12
88,2025-06-24,4458,124,5,0.0,190.5,New York,Consumer,33,Furniture,38.1,2025-06
89,2024-01-29,4856,78,5,0.0,5129.0,San Diego,Consumer,62,Technology,1025.8,2024-01
90,2024-01-13,8224,158,3,0.1,1876.66,San Diego,Home Office,56,Technology,695.06,2024-01
91,2024-11-21,5555,175,2,0.0,2335.88,Seattle,Corporate,49,Technology,1167.94,2024-11
92,2024-06-05,4704,41,1,0.1,59.31,Boston,Corporate,43,Technology,65.9,2024-06
93,2024-08-26,6107,21,3,0.15,2812.01,New York,Corporate,35,Furniture,1102.75,2024-08
94,2025-05-16,4044,107,3,0.05,1095.74,New York,Corporate,62,Technology,384.47,2025-05
95,2024-02-09,6057,9,3,0.1,3010.8,New York,Consumer,29,Technology,1115.11,2024-02
96,2024-10-17,11514,121,1,0.05,761.99,New York,Consumer,46,Technology,802.09,2024-10
97,2024-09-11,9122,159,3,0.0,3063.87,Boston,Consumer,57,Office Supplies,1021.29,2024-09
98,2025-05-14,1893,160,6,0.0,3663.12,Boston,Consumer,67,Furniture,610.52,2025-05
99,2024-01-26,6798,139,2,0.15,1456.87,San Diego,Consumer,63,Technology,856.98,2024-01
100,2025-04-13,2736,140,7,0.1,1928.18,New York,Consumer,64,Furniture,306.06,2025-04
101,2025-06-18,8137,46,1,0.15,574.67,San Diego,Consumer,42,Technology,676.08,2025-06
102,2025-06-29,4076,165,5,0.0,956.75,New York,Corporate,36,Office Supplies,191.35,2025-06
103,2024-05-21,4692,136,1,0.0,1105.07,New York,Consumer,64,Office Supplies,1105.07,2024-05
104,2024-10-05,7022,14,3,0.0,3237.87,Boston,Consumer,68,Technology,1079.29,2024-10
105,2025-02-09,7325,107,7,0.1,2422.16,Austin,Corporate,29,Technology,384.47,2025-02
106,2024-08-09,10466,77,6,0.0,2256.72,Austin,Corporate,67,Office Supplies,376.12,2024-08
107,2024-09-01,6392,29,4,0.05,1018.02,Austin,Consumer,41,Office Supplies,267.9,2024-09
108,2024-06-07,11223,56,5,0.1,2403.58,Austin,Consumer,65,Technology,534.13,2024-06
109,2025-05-26,5850,169,5,0.1,880.34,New York,Consumer,50,Technology,195.63,2025-05
110,2024-02-22,11925,90,6,0.0,4011.48,Boston,Home Office,45,Technology,668.58,2024-02
111,2024-01-21,5704,28,5,0.0,4723.85,Austin,Consumer,60,Office Supplies,944.77,2024-01
112,2025-03-03,11607,146,4,0.05,3270.89,San Diego,Corporate,61,Office Supplies,860.76,2025-03
113,2024-02-26,9028,44,1,0.0,1007.36,New York,Consumer,59,Technology,1007.36,2024-02
114,2025-06-07,4100,89,7,0.0,3635.52,Austin,Consumer,50,Technology,519.36,2025-06
115,2025-04-15,9601,24,4,0.0,331.92,Seattle,Consumer,19,Technology,82.98,2025-04
116,2024-10-30,387,7,3,0.0,3412.23,New York,Consumer,23,Technology,1137.41,2024-10
117,2024-08-30,5501,177,1,0.0,1138.39,Boston,Consumer,68,Technology,1138.39,2024-08
118,2024-11-20,989,121,5,0.0,4010.45,Chicago,Consumer,49,Technology,802.09,2024-11
119,2025-03-26,2483,109,6,0.1,5771.25,Chicago,Corporate,51,Office Supplies,1068.75,2025-03
120,2024-09-08,11906,2,6,0.05,3958.76,Austin,Consumer,38,Office Supplies,694.52,2024-09
121,2025-04-25,3464,110,7,0.15,1015.66,New York,Consumer,29,Technology,170.7,2025-04
122,2024-11-18,10742,18,7,0.05,6953.84,New York,Corporate,23,Technology,1045.69,2024-11
123,2025-06-11,7863,28,5,0.05,4487.66,San Diego,Consumer,38,Office Supplies,944.77,2025-06
124,2024-02-24,5057,131,7,0.05,5874.41,Boston,Consumer,44,Furniture,883.37,2024-02
125,2025-05-30,2264,93,1,0.05,173.4,Seattle,Home Office,61,Office Supplies,182.53,2025-05
126,2024-01-25,10824,150,3,0.0,2115.78,San Diego,Home Office,44,Office Supplies,705.26,2024-01
127,2024-08-29,11054,65,4,0.05,2049.0,Chicago,Consumer,63,Office Supplies,539.21,2024-08
128,2024-02-26,3890,58,5,0.05,5263.9,San Diego,Home Office,20,Technology,1108.19,2024-02
129,2025-06-29,4279,149,3,0.05,1567.41,San Diego,Consumer,57,Technology,549.97,2025-06
130,2024-02-01,8230,103,3,0.05,2694.99,San Diego,Consumer,53,Office Supplies,945.61,2024-02
131,2025-04-08,4332,165,7,0.1,1205.51,Chicago,Corporate,57,Office Supplies,191.35,2025-04
132,2024-04-20,9546,99,5,0.0,5923.35,New York,Consumer,31,Furniture,1184.67,2024-04
133,2024-04-14,5265,34,5,0.0,1989.6,San Diego,Consumer,36,Office Supplies,397.92,2024-04
134,2025-01-17,5025,11,2,0.0,1846.14,Boston,Consumer,62,Furniture,923.07,2025-01
135,2024-09-23,3153,40,4,0.1,2762.68,Chicago,Consumer,28,Technology,767.41,2024-09
136,2025-04-21,7639,99,3,0.15,3020.91,San Diego,Home Office,19,Furniture,1184.67,2025-04
137,2024-03-12,6460,118,5,0.1,4426.16,Austin,Consumer,34,Office Supplies,983.59,2024-03
138,2024-04-30,11141,2,7,0.05,4618.56,New York,Home Office,42,Office Supplies,694.52,2024-04
139,2025-03-31,11337,49,2,0.1,196.25,Austin,Home Office,45,Technology,109.03,2025-03
140,2024-01-13,10603,148,6,0.1,5510.16,New York,Consumer,45,Office Supplies,1020.4,2024-01
141,2025-03-06,8834,72,5,0.0,4419.55,Seattle,Consumer,63,Office Supplies,883.91,2025-03
142,2025-06-12,10080,135,4,0.0,3132.48,San Diego,Consumer,41,Furniture,783.12,2025-06
143,2025-02-27,1980,68,7,0.1,6139.1,San Diego,Consumer,25,Technology,974.46,2025-02
144,2024-03-30,11402,52,2,0.1,898.31,San Diego,Corporate,34,Furniture,499.06,2024-03
145,2024-06-13,5863,125,5,0.0,563.85,Seattle,Corporate,40,Furniture,112.77,2024-06
146,2025-03-02,10800,48,3,0.0,1537.23,New York,Consumer,38,Technology,512.41,2025-03
147,2025-02-25,1542,119,5,0.15,972.14,Chicago,Consumer,42,Technology,228.74,2025-02
148,2025-05-19,2362,35,1,0.05,629.85,San Diego,Home Office,48,Office Supplies,663.0,2025-05
149,2024-06-03,4098,136,6,0.1,5967.38,New York,Home Office,25,Office Supplies,1105.07,2024-06
150,2025-02-10,2623,172,1,0.0,494.96,New York,Consumer,51,Technology,494.96,2025-02
151,2024-01-03,7490,164,3,0.05,3342.42,New York,Home Office,43,Technology,1172.78,2024-01
152,2024-02-18,830,153,7,0.0,7626.5,New York,Corporate,18,Furniture,1089.5,2024-02
153,2024-10-11,9318,2,5,0.0,3472.6,Seattle,Consumer,45,Office Supplies,694.52,2024-10
154,2025-04-11,107,151,4,0.0,404.32,San Diego,Home Office,51,Technology,101.08,2025-04
155,2024-07-12,11583,113,3,0.1,728.14,New York,Consumer,26,Furniture,269.68,2024-07
156,2024-12-11,1716,84,1,0.0,565.39,Boston,Consumer,67,Technology,565.39,2024-12
157,2024-12-16,1511,146,1,0.05,817.72,Austin,Corporate,18,Office Supplies,860.76,2024-12
158,2024-07-15,5378,147,6,0.05,1063.85,Chicago,Consumer,50,Technology,186.64,2024-07
159,2025-04-13,10483,169,2,0.0,391.26,Boston,Consumer,63,Technology,195.63,2025-04
160,2024-11-09,6823,107,1,0.1,346.02,Boston,Consumer,29,Technology,384.47,2024-11
161,2025-06-24,607,127,4,0.1,1063.87,Chicago,Home Office,51,Technology,295.52,2025-06
162,2025-04-21,4278,54,3,0.05,2228.3,San Diego,Consumer,48,Technology,781.86,2025-04
163,2024-05-29,11991,122,7,0.0,701.75,New York,Consumer,35,Technology,100.25,2024-05
164,2025-01-01,5664,78,2,0.1,1846.44,Austin,Consumer,23,Technology,1025.8,2025-01
165,2024-05-11,10618,116,2,0.1,1202.54,Chicago,Home Office,68,Furniture,668.08,2024-05
166,2025-02-27,3151,74,2,0.05,1012.98,San Diego,Consumer,23,Furniture,533.15,2025-02
167,2024-05-29,10886,32,2,0.0,2103.7,San Diego,Consumer,69,Technology,1051.85,2024-05
168,2025-04-16,2427,64,4,0.15,456.42,New York,Corporate,35,Technology,134.24,2025-04
169,2025-03-18,5211,61,2,0.0,2034.96,New York,Corporate,32,Technology,1017.48,2025-03
170,2024-05-09,8319,44,6,0.1,5439.74,Chicago,Corporate,19,Technology,1007.36,2024-05
171,2024-09-04,2970,19,6,0.0,93.84,Seattle,Consumer,34,Technology,15.64,2024-09
172,2025-02-06,3298,72,4,0.05,3358.86,Boston,Home Office,40,Office Supplies,883.91,2025-02
173,2024-11-06,1472,91,2,0.0,2320.08,San Diego,Corporate,18,Technology,1160.04,2024-11
174,2025-02-01,141,108,6,0.05,4431.98,Boston,Consumer,64,Technology,777.54,2025-02
175,2025-02-23,10500,111,7,0.0,4608.59,San Diego,Consumer,61,Technology,658.37,2025-02
176,2025-03-10,2861,36,7,0.0,369.67,Chicago,Consumer,31,Technology,52.81,2025-03
177,2024-09-20,2680,27,7,0.05,3798.81,Austin,Corporate,56,Technology,571.25,2024-09
178,2024-07-10,9774,26,6,0.15,5836.08,New York,Consumer,28,Office Supplies,1144.33,2024-07
179,2025-06-20,6367,123,6,0.0,2501.46,San Diego,Home Office,52,Technology,416.91,2025-06
180,2025-04-08,5465,125,7,0.0,789.39,Chicago,Home Office,42,Furniture,112.77,2025-04
181,2024-08-18,6736,93,3,0.0,547.59,Seattle,Home Office,34,Office Supplies,182.53,2024-08
182,2024-03-09,6983,95,7,0.05,4038.41,Boston,Corporate,62,Technology,607.28,2024-03
183,2025-04-27,601,115,1,0.0,697.03,Seattle,Consumer,67,Technology,697.03,2025-04
184,2025-02-24,11428,64,6,0.0,805.44,San Diego,Consumer,66,Technology,134.24,2025-02
185,2024-05-23,8031,135,3,0.05,2231.89,Chicago,Consumer,37,Furniture,783.12,2024-05
186,2024-03-23,21,164,3,0.0,3518.34,Seattle,Home Office,29,Technology,1172.78,2024-03
187,2024-03-12,3492,43,5,0.05,4574.3,Seattle,Home Office,51,Office Supplies,963.01,2024-03
188,2024-02-25,10660,84,2,0.0,1130.78,Austin,Consumer,63,Technology,565.39,2024-02
189,2024-10-09,255,57,7,0.05,4700.95,Seattle,Home Office,29,Technology,706.91,2024-10
190,2025-03-19,7928,60,6,0.0,1854.3,Chicago,Consumer,18,Furniture,309.05,2025-03
191,2025-04-30,4216,71,1,0.05,613.72,Boston,Consumer,53,Office Supplies,646.02,2025-04
192,2024-08-06,10210,39,6,0.0,64.62,San Diego,Consumer,25,Furniture,10.77,2024-08
193,2024-05-20,10573,63,1,0.05,313.88,Chicago,Corporate,19,Technology,330.4,2024-05
194,2024-12-20,10889,59,6,0.0,4848.06,Chicago,Consumer,38,Office Supplies,808.01,2024-12
195,2024-12-15,734,147,6,0.0,1119.84,San Diego,Corporate,69,Technology,186.64,2024-12
196,2024-12-02,110,50,5,0.05,4037.45,San Diego,Corporate,24,Technology,849.99,2024-12
197,2024-05-28,9975,18,5,0.05,4967.03,Seattle,Consumer,20,Technology,1045.69,2024-05
198,2024-11-24,1769,157,6,0.0,904.5,New York,Home Office,57,Office Supplies,150.75,2024-11
199,2024-08-11,6526,163,6,0.05,6289.72,New York,Consumer,23,Technology,1103.46,2024-08
200,2024-09-13,1841,161,5,0.0,5544.6,Austin,Home Office,23,Technology,1108.92,2024-09
201,2024-03-12,10956,33,2,0.0,699.7,Austin,Consumer,28,Furniture,349.85,2024-03
202,2025-02-19,8675,75,5,0.05,3027.03,Boston,Home Office,30,Technology,637.27,2025-02
203,2024-01-24,9244,53,2,0.15,1036.86,Boston,Home Office,18,Office Supplies,609.92,2024-01
204,2024-06-09,9441,47,1,0.05,353.91,Austin,Consumer,34,Furniture,372.54,2024-06
205,2024-11-26,7935,166,2,0.0,1039.98,Seattle,Corporate,41,Technology,519.99,2024-11
206,2025-01-23,3320,24,4,0.05,315.32,New York,Consumer,23,Technology,82.98,2025-01
207,2024-11-04,7942,109,7,0.05,7107.19,Boston,Consumer,40,Office Supplies,1068.75,2024-11
208,2024-06-26,7041,129,1,0.0,1073.08,Seattle,Home Office,19,Technology,1073.08,2024-06
209,2024-06-16,1976,13,1,0.0,415.31,New York,Home Office,35,Furniture,415.31,2024-06
210,2024-03-10,8436,159,1,0.0,1021.29,New York,Corporate,38,Office Supplies,1021.29,2024-03
211,2024-01-23,2853,41,2,0.05,125.21,New York,Consumer,63,Technology,65.9,2024-01
212,2024-04-06,4115,75,4,0.15,2166.72,Chicago,Consumer,46,Technology,637.27,2024-04
213,2024-04-15,5768,98,6,0.0,4967.76,Chicago,Corporate,19,Technology,827.96,2024-04
214,2024-08-04,1781,158,1,0.0,695.06,New York,Corporate,45,Technology,695.06,2024-08
215,2024-02-02,3809,178,6,0.0,4074.96,Seattle,Consumer,57,Office Supplies,679.16,2024-02
216,2024-07-24,11234,45,7,0.0,5667.9,Austin,Corporate,31,Furniture,809.7,2024-07
217,2025-05-20,1822,74,1,0.05,506.49,San Diego,Consumer,22,Furniture,533.15,2025-05
218,2025-02-28,5392,110,4,0.1,614.52,New York,Consumer,46,Technology,170.7,2025-02
219,2024-09-06,2892,75,6,0.05,3632.44,Seattle,Corporate,46,Technology,637.27,2024-09
220,2024-07-17,618,15,5,0.05,2358.14,Chicago,Home Office,39,Office Supplies,496.45,2024-07
221,2024-07-13,4339,141,2,0.0,619.22,San Diego,Consumer,42,Furniture,309.61,2024-07
222,2025-03-02,2098,102,2,0.0,742.62,Boston,Consumer,35,Technology,371.31,2025-03
223,2025-01-06,4153,24,4,0.1,298.73,Boston,Consumer,33,Technology,82.98,2025-01
224,2024-02-10,7273,115,6,0.1,3763.96,Seattle,Home Office,37,Technology,697.03,2024-02
225,2024-09-28,6593,164,7,0.0,8209.46,Austin,Corporate,33,Technology,1172.78,2024-09
226,2024-05-21,5250,116,4,0.1,2405.09,Seattle,Consumer,45,Furniture,668.08,2024-05
227,2024-03-02,4624,86,4,0.15,1523.4,New York,Consumer,31,Office Supplies,448.06,2024-03
228,2025-06-21,9352,141,4,0.05,1176.52,New York,Consumer,33,Furniture,309.61,2025-06
229,2024-05-31,3333,49,4,0.05,414.31,Chicago,Consumer,43,Technology,109.03,2024-05
230,2024-06-27,5968,18,5,0.0,5228.45,Seattle,Consumer,44,Technology,1045.69,2024-06
231,2025-01-28,7734,89,2,0.1,934.85,Seattle,Corporate,61,Technology,519.36,2025-01
232,2024-08-11,9831,51,4,0.0,138.0,New York,Corporate,39,Technology,34.5,2024-08
233,2025-03-24,4496,89,5,0.0,2596.8,Seattle,Home Office,45,Technology,519.36,2025-03
234,2024-08-26,5107,125,4,0.05,428.53,San Diego,Corporate,29,Furniture,112.77,2024-08
235,2024-11-30,7171,153,7,0.1,6863.85,Boston,Home Office,39,Furniture,1089.5,2024-11
236,2025-03-24,9151,107,6,0.1,2076.14,Boston,Consumer,29,Technology,384.47,2025-03
237,2025-02-05,6116,110,6,0.1,921.78,New York,Consumer,32,Technology,170.7,2025-02
238,2025-01-23,8388,171,6,0.0,5751.18,Boston,Consumer,21,Technology,958.53,2025-01
239,2024-02-28,7287,164,4,0.1,4222.01,Seattle,Home Office,63,Technology,1172.78,2024-02
240,2024-03-21,4486,142,3,0.1,1779.17,Austin,Corporate,23,Furniture,658.95,2024-03
241,2025-01-23,6809,164,4,0.1,4222.01,New York,Home Office,65,Technology,1172.78,2025-01
242,2025-04-17,6965,85,7,0.05,7782.96,New York,Consumer,51,Technology,1170.37,2025-04
243,2024-12-31,345,139,7,0.05,5698.92,Boston,Consumer,49,Technology,856.98,2024-12
244,2024-06-27,9781,97,3,0.1,3095.36,Chicago,Consumer,40,Furniture,1146.43,2024-06
245,2024-12-25,738,111,4,0.05,2501.81,Austin,Consumer,19,Technology,658.37,2024-12
246,2025-05-07,592,119,2,0.0,457.48,Boston,Corporate,66,Technology,228.74,2025-05
247,2024-02-13,9341,15,1,0.05,471.63,San Diego,Consumer,38,Office Supplies,496.45,2024-02
248,2025-04-19,1830,2,3,0.1,1875.2,Boston,Consumer,57,Office Supplies,694.52,2025-04
249,2024-05-23,5415,172,1,0.0,494.96,Chicago,Home Office,61,Technology,494.96,2024-05
250,2024-02-13,1318,66,3,0.0,2298.39,Seattle,Home Office,36,Office Supplies,766.13,2024-02
251,2024-09-06,10044,10,1,0.1,147.42,Boston,Consumer,42,Furniture,163.8,2024-09
252,2024-09-08,11868,22,3,0.05,1929.71,Chicago,Consumer,53,Technology,677.09,2024-09
253,2025-03-16,8039,8,6,0.0,4691.82,Chicago,Corporate,40,Furniture,781.97,2025-03
254,2025-03-25,5149,44,6,0.05,5741.95,Austin,Consumer,59,Technology,1007.36,2025-03
255,2024-02-25,10861,132,7,0.05,7976.81,New York,Corporate,69,Technology,1199.52,2024-02
256,2025-02-12,5033,150,4,0.05,2679.99,Austin,Home Office,28,Office Supplies,705.26,2025-02
257,2024-03-15,4739,12,4,0.0,1142.4,Austin,Corporate,31,Technology,285.6,2024-03
258,2024-11-26,4698,99,7,0.1,7463.42,New York,Corporate,30,Furniture,1184.67,2024-11
259,2024-03-18,2898,119,4,0.0,914.96,Seattle,Consumer,67,Technology,228.74,2024-03
260,2025-06-08,4663,155,1,0.05,757.54,New York,Home Office,41,Technology,797.41,2025-06
261,2024-05-11,8688,163,7,0.05,7338.01,Chicago,Consumer,61,Technology,1103.46,2024-05
262,2024-02-12,10796,160,5,0.0,3052.6,Chicago,Consumer,50,Furniture,610.52,2024-02
263,2025-02-23,5062,130,5,0.0,3477.75,Seattle,Consumer,48,Technology,695.55,2025-02
264,2025-04-07,5424,146,1,0.0,860.76,Chicago,Consumer,40,Office Supplies,860.76,2025-04
265,2024-06-29,410,135,4,0.0,3132.48,New York,Consumer,18,Furniture,783.12,2024-06
266,2025-04-21,988,138,4,0.15,278.73,Chicago,Consumer,65,Furniture,81.98,2025-04
267,2025-03-27,1769,163,6,0.1,5958.68,New York,Home Office,57,Technology,1103.46,2025-03
268,2024-06-20,6093,30,3,0.1,778.41,Chicago,Consumer,52,Office Supplies,288.3,2024-06
269,2024-06-07,4765,16,3,0.15,2056.04,Austin,Corporate,62,Furniture,806.29,2024-06
270,2024-01-11,9925,49,5,0.0,545.15,New York,Corporate,37,Technology,109.03,2024-01
271,2024-08-11,95,172,1,0.1,445.46,Boston,Home Office,66,Technology,494.96,2024-08
272,2025-05-02,7268,127,6,0.05,1684.46,Austin,Consumer,49,Technology,295.52,2025-05
273,2024-08-07,10138,85,1,0.0,1170.37,Chicago,Consumer,20,Technology,1170.37,2024-08
274,2024-11-28,4361,55,2,0.05,788.73,New York,Corporate,36,Furniture,415.12,2024-11
275,2024-03-29,10993,36,4,0.0,211.24,Boston,Corporate,38,Technology,52.81,2024-03
276,2024-05-04,1556,68,2,0.15,1656.58,New York,Home Office,32,Technology,974.46,2024-05
277,2024-02-05,2656,172,1,0.1,445.46,Seattle,Consumer,18,Technology,494.96,2024-02
278,2025-06-04,3634,169,3,0.1,528.2,San Diego,Consumer,32,Technology,195.63,2025-06
